Party,Criminal Case,Total Assets,Liabilities,state,Education,SC,ST,Doctor,Advocate
BJD,1,300000000,3700000,ODISHA,Graduate Professional,0,0,0,0
BJP,1,20000000,300000,MAHARASHTRA,Graduate,0,0,0,0
INC,1,90000000,20000000,KERALA,Graduate Professional,0,0,0,1
AITC,9,5000000,900000,WEST BENGAL,10th Pass,0,0,0,0
INC,7,280000000,40000000,KARNATAKA,Graduate Professional,0,0,1,0
BJP,0,30000000,700000,UTTAR PRADESH,Graduate,1,0,0,0
SP,1,130000000,0,PUNJAB,Graduate,0,0,0,0
BJP,0,30000000,1000000,UTTAR PRADESH,Graduate Professional,1,0,1,0
BJP,0,10000000,0,HARYANA,Graduate Professional,0,0,0,0
INC,1,190000000,0,UTTAR PRADESH,10th Pass,0,0,0,0
AAP,4,10000000,9400000,DELHI,12th Pass,0,0,0,0
INC,18,9700000,6800000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,4100000,7100000,HARYANA,Graduate,0,0,0,0
BJP,4,10000000,40000000,BIHAR,Graduate Professional,1,0,0,0
BJP,1,100000000,140000000,UTTAR PRADESH,12th Pass,1,0,0,0
BJP,0,10000000,100000,UTTAR PRADESH,12th Pass,1,0,0,0
BJP,0,8000000,6600000,UTTAR PRADESH,Literate,0,0,0,0
AITC,1,260000000,0,KERALA,10th Pass,0,0,0,0
BJP,0,100000000,1700000,MADHYA PRADESH,Graduate Professional,0,0,1,0
AIADMK,18,0,4000000,ASSAM,10th Pass,0,0,0,0
BJP,0,360000000,2600000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
INC,1,7200000,0,TRIPURA,10th Pass,0,0,0,0
BJP,0,10000000,1100000,HARYANA,Graduate Professional,0,0,0,0
DMK,5,150000000,1700000,TAMIL NADU,Post Graduate,0,0,0,0
YSRCP,0,40000000,10000000,ANDHRA PRADESH,12th Pass,0,0,0,0
BJP,0,130000000,200000000,UTTAR PRADESH,12th Pass,0,0,0,0
NPP,0,10000000,1900000,MEGHALAYA,Graduate,0,1,0,0
BJP,0,10000000,10000000,UTTAR PRADESH,Graduate Professional,1,0,0,0
CPI(M),1,10000000,0,KERALA,Graduate Professional,0,0,0,1
BJP,1,100000000,4700000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,4200000,0,ARUNACHAL PRADESH,10th Pass,0,0,0,0
RJD,7,20000000,4200000,BIHAR,Graduate Professional,0,0,0,0
SHS,3,200000000,10000000,MAHARASHTRA,12th Pass,0,0,0,0
YSRCP,0,160000000,130000000,ANDHRA PRADESH,12th Pass,0,0,0,0
SP,4,130000000,0,UTTAR PRADESH,Graduate Professional,0,0,1,0
Sikkim Krantikari Morcha,2,7900000,10000000,HARYANA,Graduate,0,0,0,0
INC,0,1590000000,45000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,20000000,2000000,UTTAR PRADESH,Graduate,1,0,0,0
BJP,0,10000000,600000,GUJARAT,Post Graduate,0,1,0,0
BJP,0,100000000,2500000,UTTAR PRADESH,10th Pass,1,0,0,0
BJP,0,0,8500000,UTTAR PRADESH,12th Pass,1,0,0,0
NCP,2,40000000,7400000,MAHARASHTRA,Graduate,0,0,0,0
BJP,0,40000000,3200000,UTTAR PRADESH,Graduate,1,0,0,0
INC,0,9000000,9400000,MADHYA PRADESH,12th Pass,0,0,0,0
BJP,0,20000000,50000000,GUJARAT,5th Pass,1,0,0,0
BJP,0,0,900000,UTTAR PRADESH,12th Pass,0,0,0,0
AAP,0,20000000,2700000,PUNJAB,12th Pass,0,0,0,0
INC,0,50000000,7500000,PUDUCHERRY,Post Graduate,0,0,0,0
IND,1,1340000000,240000000,ANDHRA PRADESH,12th Pass,0,0,0,0
INC,0,340000000,6100000,HARYANA,10th Pass,0,0,0,0
BJP,0,70000000,0,UTTAR PRADESH,12th Pass,0,0,0,0
NDPP,0,40000000,5200000,NAGALAND,Post Graduate,0,1,0,0
BJP,3,20000000,300000,MADHYA PRADESH,Graduate Professional,1,0,0,0
INC,0,30000000,140000000,CHHATTISGARH,Graduate,0,1,0,0
INC,0,310000000,2500000,HIMACHAL PRADESH,Graduate Professional,0,0,0,0
DMK,0,0,4300000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,1,10000000,8500000,ANDHRA PRADESH,12th Pass,0,0,0,0
INC,1,1630000000,73000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,10000000,500000,GUJARAT,12th Pass,0,0,0,0
JD(U),0,20000000,400000,BIHAR,Graduate,1,0,0,0
BJD,0,7600000,3500000,ODISHA,Graduate,0,0,0,0
SP,4,0,8500000,UTTAR PRADESH,Doctorate,0,0,1,0
NCP,4,40000000,40000000,MAHARASHTRA,12th Pass,1,0,0,0
INC,0,10000000,600000,MANIPUR,12th Pass,0,1,0,0
BJP,0,20000000,2800000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,10000000,900000,HARYANA,Graduate,0,0,0,0
BJP,0,6200000,10000000,ASSAM,Graduate Professional,0,0,0,0
BJP,1,5300000,2600000,KARNATAKA,Post Graduate,0,0,0,0
BJP,3,10000000,3100000,BIHAR,Doctorate,1,0,0,0
AITC,2,10000000,0,WEST BENGAL,Post Graduate,0,0,0,0
BJP,0,90000000,400000,GUJARAT,5th Pass,0,0,0,0
BJP,0,10000000,400000,MADHYA PRADESH,12th Pass,0,0,0,0
YSRCP,0,50000000,10000000,UTTAR PRADESH,Post Graduate,0,1,0,0
INC,10,330000000,40000000,WEST BENGAL,Graduate Professional,0,0,0,0
CPI(M),6,10000000,0,KERALA,Graduate Professional,0,0,0,0
YSRCP,4,160000000,1600000,ANDHRA PRADESH,8th Pass,0,0,0,0
SP,1,20000000,0,UTTAR PRADESH,Post Graduate,0,0,0,0
SHS,7,180000000,30000000,MAHARASHTRA,12th Pass,0,0,0,0
BJP,1,20000000,900000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,2300000,1140000000,KARNATAKA,Graduate Professional,0,0,0,0
SP,27,2900000,0,KARNATAKA,Post Graduate,0,0,0,0
BJP,1,10000000,10000000,BIHAR,Graduate Professional,0,0,0,0
BJP,9,5600000,50000000,KARNATAKA,10th Pass,0,0,0,0
JMM,0,1800000,0,TRIPURA,8th Pass,0,0,0,0
BJP,0,1200000,700000,ODISHA,Others,0,0,0,0
CPI(M),11,10000000,1400000,KERALA,12th Pass,0,0,0,0
INC,0,40000000,3000000,GOA,Post Graduate,0,0,1,0
CPI(M),10,30000000,1700000,KERALA,Graduate Professional,0,0,0,0
BJP,0,60000000,1000000,UTTAR PRADESH,Graduate Professional,1,0,1,0
IND,0,2800000,1900000,ASSAM,10th Pass,0,0,0,0
BJP,0,10000000,1100000,UTTAR PRADESH,8th Pass,0,0,0,0
INC,1,3300000,6600000,KARNATAKA,12th Pass,0,0,0,0
AAP,1,0,2200000,HARYANA,Graduate Professional,0,0,0,0
INC,0,100000000,1300000,RAJASTHAN,10th Pass,0,0,0,0
BJP,1,10000000,400000,PUNJAB,Post Graduate,1,0,0,0
BJP,0,1000000,330000000,TRIPURA,10th Pass,0,0,0,0
BJP,4,10000000,1100000,UTTAR PRADESH,12th Pass,0,0,0,0
INC,0,40000000,10000000,GUJARAT,10th Pass,1,0,0,0
INC,8,0,40000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,1100000000,350000000,KARNATAKA,Doctorate,0,0,0,0
AAP,0,0,1400000,DELHI,10th Pass,0,0,0,0
AAP,1,10000000,400000,DELHI,12th Pass,0,0,0,0
BJP,1,10000000,3700000,GUJARAT,10th Pass,0,0,0,0
SP,3,80000000,5300000,TRIPURA,10th Pass,0,0,0,0
INC,3,10000000,30000000,MAHARASHTRA,12th Pass,0,0,0,0
DMK,0,6700000,900000,TAMIL NADU,Graduate Professional,1,0,0,0
AAP,0,0,500000,DELHI,12th Pass,0,0,0,0
BJD,0,10000000,3700000,ODISHA,Post Graduate,0,0,0,0
CPI,0,90000000,0,KERALA,Graduate Professional,0,0,0,1
JD(U),0,10000000,3300000,BIHAR,12th Pass,0,0,0,0
BJP,0,1000000,200000,BIHAR,Graduate,1,0,0,0
AITC,0,300000,0,WEST BENGAL,Post Graduate,1,0,0,0
SP,0,40000000,1000000,UTTAR PRADESH,Graduate Professional,0,0,1,0
SP,0,0,700000,MANIPUR,Graduate,0,0,0,0
BJP,0,190000000,2200000,WEST BENGAL,Graduate Professional,0,0,0,0
DMK,5,40000000,900000,TAMIL NADU,8th Pass,0,0,0,0
BJP,0,40000000,10000000,MEGHALAYA,8th Pass,0,1,0,0
AAP,1,20000000,5200000,WEST BENGAL,Post Graduate,0,0,0,0
INC,1,0,700000,UTTAR PRADESH,12th Pass,0,0,0,0
INC,4,150000000,100000000,MAHARASHTRA,Graduate Professional,0,0,0,0
BJP,1,2100000,100000000,KARNATAKA,10th Pass,0,0,0,0
BJP,1,60000000,70000000,HARYANA,Graduate,0,0,0,0
BJP,1,100000000,10000000,KARNATAKA,8th Pass,0,0,0,0
BJP,0,10000000,1100000,UTTARAKHAND,Others,0,0,0,0
BJP,0,10000000,200000,GUJARAT,Others,0,0,0,0
INC,0,100000000,50000000,HARYANA,Post Graduate,0,0,0,0
AIADMK,0,90000000,900000,TAMIL NADU,8th Pass,0,0,0,0
JD(U),0,480000000,3100000,GOA,12th Pass,0,0,0,0
BJP,0,20000000,300000,MANIPUR,Post Graduate,0,1,0,0
BJP,0,20000000,10000000,MANIPUR,Graduate,0,1,0,0
INC,0,60000000,4200000,RAJASTHAN,Post Graduate,0,0,0,0
AAP,0,50000000,5700000,PUNJAB,12th Pass,0,0,0,0
BJP,0,80000000,10000000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,80000000,50000000,GUJARAT,12th Pass,0,1,0,0
SP,0,40000000,100000000,UTTAR PRADESH,Post Graduate,1,0,0,0
YSRCP,0,10000000,6700000,ANDHRA PRADESH,10th Pass,0,0,0,0
RJD,4,10000000,0,BIHAR,Doctorate,0,0,0,0
BJP,1,140000000,700000,KARNATAKA,Post Graduate,0,0,0,0
AAP,0,10000000,100000000,DELHI,Graduate Professional,0,0,0,0
YSRCP,0,10000000,7400000,ANDHRA PRADESH,12th Pass,0,0,0,0
BJP,0,40000000,4800000,UTTAR PRADESH,Post Graduate,0,0,0,0
INC,0,3100000,5900000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,40000000,0,UTTAR PRADESH,10th Pass,0,0,0,0
INC,2,2740000000,4600000,KARNATAKA,Graduate,0,0,0,0
DMK,22,10000000,4300000,TAMIL NADU,10th Pass,0,0,0,0
BJP,0,190000000,0,GUJARAT,10th Pass,0,0,0,0
AITC,0,9500000,3600000,WEST BENGAL,8th Pass,1,0,0,0
BJP,0,20000000,1500000,GUJARAT,12th Pass,0,0,0,0
BJP,1,80000000,1700000,UTTAR PRADESH,Post Graduate,0,0,0,0
DMK,25,40000000,6600000,KARNATAKA,12th Pass,0,0,0,0
SHS,1,140000000,20000000,KARNATAKA,Doctorate,0,0,0,0
BJP,0,170000000,10000000,ASSAM,Graduate,0,0,0,0
SP,1,100000000,20000000,UTTAR PRADESH,Post Graduate,0,0,1,0
BJP,0,2400000,330000000,RAJASTHAN,8th Pass,0,0,0,0
BJD,1,90000000,0,ODISHA,Graduate Professional,0,0,0,0
BJP,0,10000000,600000,MEGHALAYA,10th Pass,0,1,0,0
NCP,1,270000000,40000000,MAHARASHTRA,Graduate,0,0,0,0
INC,5,7700000,2600000,MADHYA PRADESH,Post Graduate,0,0,0,0
AITC,1,40000000,500000,WEST BENGAL,Graduate Professional,0,0,0,0
BJP,0,9100000,140000000,RAJASTHAN,Post Graduate,1,0,0,0
AIADMK,0,2300000,98000,KARNATAKA,Graduate,0,0,0,0
AITC,0,30000000,1100000,WEST BENGAL,Graduate,0,0,0,0
INC,4,6800000,140000000,CHHATTISGARH,Post Graduate,0,0,0,0
JMM,3,10000000,1900000,JHARKHAND,12th Pass,0,0,0,0
BJP,1,500000,400000,UTTAR PRADESH,Graduate Professional,0,0,0,0
INC,0,20000000,170000000,TAMIL NADU,12th Pass,0,0,0,0
AAP,3,10000000,4300000,DELHI,Post Graduate,0,0,0,0
BJP,0,60000000,0,UTTAR PRADESH,Graduate,1,0,0,0
INC,1,40000000,40000000,MAHARASHTRA,Graduate,0,0,0,0
CPI(M),1,140000000,70000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,70000000,3300000,RAJASTHAN,10th Pass,0,0,0,0
BJP,0,50000000,1500000,GUJARAT,Others,0,0,0,0
INC,7,90000000,0,KERALA,Graduate Professional,0,0,0,1
CPI(M),10,330000000,0,KERALA,Graduate Professional,0,0,0,0
BJP,0,8300000,3800000,WEST BENGAL,12th Pass,0,0,0,0
INC,52,640000000,260000000,PUNJAB,12th Pass,0,0,0,0
NCP,26,2400000,7300000,TAMIL NADU,10th Pass,0,0,0,0
BJP,0,90000000,800000,GUJARAT,10th Pass,0,1,0,0
BJP,38,190000000,9300000,UTTAR PRADESH,Graduate Professional,0,0,0,1
BJP,0,10000000,2900000,WEST BENGAL,Graduate Professional,0,0,0,0
AITC,0,30000000,0,WEST BENGAL,8th Pass,1,0,0,0
SP,1,100000000,20000000,UTTAR PRADESH,Graduate,1,0,0,0
BJP,3,400000000,700000,UTTAR PRADESH,Graduate,0,0,0,0
BJP,0,10000000,700000,JHARKHAND,10th Pass,0,0,0,0
BJP,0,100000000,7000000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,0,80000000,2300000,UTTARAKHAND,12th Pass,1,0,0,0
INC,1,40000000,1100000,KERALA,Graduate Professional,0,0,0,1
BJP,0,130000000,5200000,UTTAR PRADESH,Graduate Professional,0,0,1,0
INC,1,5000000,160000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,5000000,5500000,ASSAM,Graduate Professional,0,0,0,0
RJD,4,10000000,1800000,BIHAR,Doctorate,0,0,0,0
RJD,4,10000000,100000,BIHAR,Doctorate,1,0,0,0
AITC,0,10000000,0,WEST BENGAL,8th Pass,0,1,0,0
SP,1,40000000,0,UTTAR PRADESH,Post Graduate,0,0,0,0
BJP,0,500000,800000,MADHYA PRADESH,Graduate Professional,0,1,0,0
BJP,0,60000000,1000000,UTTAR PRADESH,Graduate Professional,0,0,1,0
AIADMK,1,110000000,10000000,TAMIL NADU,Post Graduate,0,0,0,0
AAP,0,0,20000000,JHARKHAND,Graduate Professional,0,0,0,0
RJD,4,20000000,400000,BIHAR,12th Pass,0,0,0,0
AAP,0,10000000,500000,DELHI,10th Pass,0,0,0,0
JD(U),2,190000000,1500000,WEST BENGAL,Post Graduate,0,0,0,0
BJP,0,40000000,8500000,MADHYA PRADESH,12th Pass,0,0,0,0
CPI,7,190000000,0,KERALA,Graduate Professional,0,0,0,1
BJP,1,7000000,170000000,KARNATAKA,10th Pass,0,0,0,0
BJP,0,10000000,10000000,UTTAR PRADESH,Graduate,1,0,0,0
CPI(M),7,3700000,4000000,KERALA,Graduate Professional,0,0,0,1
BJP,2,0,3700000,KARNATAKA,Graduate,0,0,0,0
INC,0,40000000,4200000,KARNATAKA,Graduate Professional,0,0,0,0
JD(U),0,10000000,100000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,20000000,60000000,UTTAR PRADESH,8th Pass,0,1,0,0
BJP,1,10000000,0,UTTAR PRADESH,10th Pass,0,0,0,0
BJP,0,10000000,700000,ASSAM,12th Pass,0,0,0,0
INC,1,2100000,0,KERALA,Graduate Professional,0,0,0,1
BJP,0,100000000,50000000,GUJARAT,10th Pass,0,0,0,0
SP,1,9700000,20000000,UTTAR PRADESH,Graduate Professional,1,0,0,0
INC,10,10000000,1400000,BIHAR,10th Pass,0,0,0,0
BJP,0,680000000,190000000,MAHARASHTRA,Graduate,0,0,0,0
INC,1,40000000,6900000,HIMACHAL PRADESH,Graduate Professional,0,0,0,1
AAP,0,120000000,700000,DELHI,12th Pass,1,0,0,0
AAP,1,1800000,1500000,DELHI,10th Pass,0,0,0,0
BJP,0,10000000,10000000,HARYANA,12th Pass,1,0,1,0
BJD,1,20000000,3700000,UTTAR PRADESH,12th Pass,1,0,0,0
AITC,4,2600000,0,WEST BENGAL,12th Pass,0,0,0,0
BJP,1,6100000,0,TAMIL NADU,Graduate,0,0,0,0
CPI(M),1,7200000,1400000,KERALA,10th Pass,0,0,0,0
BJP,1,1800000,7200000,UTTAR PRADESH,Post Graduate,0,0,0,0
BJP,2,100000000,20000000,WEST BENGAL,Graduate Professional,0,0,0,0
BJP,0,250000000,2100000,HARYANA,Graduate,0,0,0,0
JMM,0,40000000,0,JHARKHAND,Graduate,0,0,0,0
BJP,0,630000000,300000,MADHYA PRADESH,Post Graduate,0,0,0,0
INC,0,90000000,0,HIMACHAL PRADESH,Graduate Professional,0,0,0,0
CPI(M),1,40000000,0,KERALA,Graduate Professional,0,0,0,1
JMM,7,40000000,4100000,JHARKHAND,10th Pass,0,0,0,0
IND,0,1900000,8900000,GOA,10th Pass,0,0,0,0
YSRCP,1,50000000,10000000,ANDHRA PRADESH,Graduate,0,0,0,0
INC,0,10000000,0,HARYANA,Graduate Professional,0,0,0,0
AIADMK,0,10000000,10000000,TAMIL NADU,Graduate Professional,0,0,0,0
NDPP,0,40000000,0,NAGALAND,Post Graduate,0,1,0,0
SHS,0,10000000,10000000,MADHYA PRADESH,12th Pass,0,1,0,0
YSRCP,0,50000000,700000,ANDHRA PRADESH,Graduate,0,0,0,0
AIADMK,0,0,360000000,KARNATAKA,Graduate Professional,0,0,0,0
AAP,0,10000000,500000,BIHAR,12th Pass,0,0,0,0
CPI(M),10,330000000,1400000,KERALA,Graduate Professional,0,0,0,0
SP,4,10000000,1100000,UTTAR PRADESH,Post Graduate,1,0,0,0
AIADMK,3,90000000,0,TAMIL NADU,10th Pass,0,0,0,0
BJP,1,4500000,1700000,RAJASTHAN,Graduate,0,0,0,0
INC,8,7600000,140000000,KARNATAKA,12th Pass,0,0,0,0
INC,0,50000000,6500000,HARYANA,12th Pass,0,0,0,0
YSRCP,2,0,1800000,ANDHRA PRADESH,12th Pass,0,0,0,0
BJP,0,100000000,2400000,WEST BENGAL,12th Pass,1,0,0,0
NPP,0,460000000,0,MEGHALAYA,Graduate,0,1,0,0
BJP,0,7900000,2700000,GUJARAT,Others,0,0,0,0
BJP,0,1400000,8500000,ARUNACHAL PRADESH,10th Pass,0,0,0,0
INC,0,10000000,0,NAGALAND,Graduate Professional,0,0,0,0
INC,0,260000000,3000000,MAHARASHTRA,Graduate,0,0,0,0
BJP,0,8000000,50000000,UTTAR PRADESH,5th Pass,1,0,0,0
IND,0,110000000,9600000,ANDHRA PRADESH,Graduate,0,0,0,0
CPI(M),19,260000000,2000000,TRIPURA,8th Pass,0,0,0,0
BJP,0,300000000,1700000,GUJARAT,8th Pass,1,0,0,0
BJP,0,0,1200000,UTTAR PRADESH,Graduate,0,0,0,0
INC,1,40000000,0,KERALA,Graduate Professional,0,0,0,1
SP,1,0,1900000,UTTAR PRADESH,Post Graduate,0,0,0,0
INC,8,380000000,40000000,KARNATAKA,Graduate,0,0,0,0
BJP,0,30000000,800000,KARNATAKA,Graduate,0,0,0,0
YSRCP,0,140000000,150000000,ANDHRA PRADESH,Graduate,0,0,0,0
BJP,0,10000000,230000000,BIHAR,Graduate Professional,0,0,0,0
BJP,0,260000000,110000000,PUDUCHERRY,Graduate,0,0,0,0
AAP,1,1800000,2200000,PUNJAB,Post Graduate,0,0,0,0
BJP,1,20000000,700000,ANDHRA PRADESH,Post Graduate,0,0,0,0
BJP,0,10000000,3200000,UTTAR PRADESH,Graduate Professional,0,0,0,0
INC,7,60000000,2400000,KARNATAKA,12th Pass,0,0,0,0
BJP,0,10000000,6500000,TAMIL NADU,10th Pass,0,0,0,0
BJD,25,2900000,1400000,TRIPURA,Graduate Professional,0,0,0,0
BJP,25,9600000,2900000,UTTAR PRADESH,Post Graduate,0,0,0,0
BJP,0,60000000,600000,WEST BENGAL,Graduate,0,0,0,0
BJP,3,20000000,30000000,BIHAR,12th Pass,0,0,0,0
RJD,0,10000000,100000,BIHAR,Graduate,0,0,0,0
CPI(M),6,10000000,7400000,TAMIL NADU,12th Pass,0,0,0,0
BJP,0,120000000,2000000,GOA,12th Pass,1,0,0,0
AAP,1,4500000,30000000,RAJASTHAN,10th Pass,0,0,0,0
BJP,1,60000000,3100000,RAJASTHAN,Post Graduate,1,0,0,0
BJP,0,60000000,1000000,MADHYA PRADESH,Post Graduate,1,0,1,0
BJP,0,100000000,200000,ASSAM,Graduate,0,0,0,0
Sikkim Krantikari Morcha,0,170000000,200000,MANIPUR,Graduate,0,0,0,0
INC,0,20000000,10000000,HARYANA,10th Pass,1,0,0,0
INC,0,50000000,10000000,KARNATAKA,Graduate,0,1,0,0
INC,2,2960000000,8000000,KARNATAKA,Graduate,0,0,0,0
BJP,5,1100000,50000000,RAJASTHAN,Graduate Professional,0,0,0,0
BJP,0,40000000,600000,GUJARAT,Graduate,0,1,0,0
BJP,1,110000000,2600000,UTTAR PRADESH,Graduate Professional,0,0,0,0
DMK,43,20000000,360000000,TAMIL NADU,8th Pass,0,0,0,0
AIADMK,1,340000000,8500000,TAMIL NADU,12th Pass,0,0,0,0
BJP,0,10000000,100000,GUJARAT,10th Pass,0,0,0,0
AITC,0,6400000,500000,WEST BENGAL,Post Graduate,1,0,0,0
IND,0,10000000,70000000,HARYANA,12th Pass,0,0,0,0
BJP,4,110000000,20000000,KARNATAKA,12th Pass,1,0,0,0
AAP,0,10000000,130000000,HARYANA,12th Pass,0,0,0,0
JD(U),1,40000000,10000000,MAHARASHTRA,12th Pass,0,0,0,0
BJP,0,60000000,8500000,RAJASTHAN,10th Pass,0,0,0,0
SP,1,0,2000000,UTTAR PRADESH,Graduate,1,0,0,0
BJD,5,8500000,4700000,ODISHA,Post Graduate,0,0,0,0
INC,0,180000000,3800000,ODISHA,Graduate,0,0,0,0
INC,4,40000000,1000000,MADHYA PRADESH,Post Graduate,0,0,1,0
AITC,0,6400000,0,WEST BENGAL,Post Graduate,1,0,0,0
IND,0,350000000,33000,MADHYA PRADESH,Graduate,0,0,0,0
BJP,2,130000000,0,WEST BENGAL,Graduate Professional,0,0,0,0
BJP,0,20000000,200000,WEST BENGAL,Graduate,0,0,0,0
BJP,0,100000000,2400000,UTTAR PRADESH,12th Pass,0,1,0,0
BJP,0,10000000,600000,GUJARAT,8th Pass,0,1,0,0
CPI(M),1,10000000,0,KERALA,Graduate Professional,0,0,0,1
CPI(M),1,130000000,1400000,KERALA,Graduate Professional,0,0,0,1
SP,0,30000000,2200000,UTTAR PRADESH,Post Graduate,0,0,0,0
BJP,52,1200000,0,WEST BENGAL,Literate,0,0,0,0
AAP,0,60000000,1200000,UTTAR PRADESH,Graduate Professional,1,0,0,0
INC,0,10000000,10000000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
AITC,0,6400000,0,WEST BENGAL,Post Graduate,1,0,0,0
YSRCP,1,10000000,1600000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
INC,1,10000000,40000000,KARNATAKA,12th Pass,0,0,0,0
SP,0,40000000,4700000,UTTAR PRADESH,12th Pass,1,0,0,0
SHS,4,180000000,30000000,MAHARASHTRA,12th Pass,0,0,0,0
BJP,0,270000000,10000000,JHARKHAND,10th Pass,0,0,0,0
AITC,1,6000000,1200000,MANIPUR,Graduate,0,0,0,0
BJD,0,110000000,5400000,ODISHA,Graduate Professional,0,0,0,0
AAP,0,0,4300000,TAMIL NADU,10th Pass,0,0,0,0
NPP,0,10000000,0,MEGHALAYA,Graduate,0,1,0,0
IND,3,110000000,1700000,UTTAR PRADESH,12th Pass,0,0,0,0
YSRCP,0,410000000,9100000,ANDHRA PRADESH,Graduate,0,0,0,0
YSRCP,0,100000000,300000,ANDHRA PRADESH,8th Pass,0,0,0,1
BJP,7,11560000000,28000,KARNATAKA,Graduate,0,0,0,0
AAP,0,9500000,5200000,ASSAM,Graduate Professional,0,0,0,0
BJD,1,3700000,2900000,ODISHA,Graduate Professional,0,0,0,0
CPI(M),1,0,0,KERALA,Graduate Professional,0,0,0,1
BJP,0,10000000,200000,DELHI,12th Pass,0,0,0,0
JMM,0,10000000,0,NAGALAND,10th Pass,0,1,0,0
IND,0,40000000,0,NAGALAND,Graduate,0,0,0,0
INC,9,8200000,40000000,KARNATAKA,10th Pass,0,0,0,0
BJP,0,50000000,3700000,UTTAR PRADESH,Graduate Professional,1,0,0,0
INC,0,1500000,170000000,NAGALAND,10th Pass,0,0,0,0
CPI(M),5,10000000,0,DELHI,10th Pass,0,0,0,0
BJP,1,190000000,0,UTTAR PRADESH,Graduate Professional,0,0,0,0
Sikkim Krantikari Morcha,0,6200000,200000,SIKKIM,Graduate,0,0,0,0
INC,0,50000000,10000000,MADHYA PRADESH,12th Pass,0,1,0,0
JD(U),0,0,8500000,MANIPUR,Graduate,0,0,0,0
CPI(M),7,5900000,1400000,KERALA,Graduate Professional,0,0,0,1
DMK,3,40000000,20000000,TAMIL NADU,Graduate Professional,0,0,0,0
AITC,4,10000000,40000000,WEST BENGAL,8th Pass,0,0,0,0
SP,1,20000000,0,UTTAR PRADESH,Post Graduate,0,0,0,0
BJP,2,30000000,0,ARUNACHAL PRADESH,Graduate Professional,0,0,0,0
IND,12,9600000,2900000,MADHYA PRADESH,Graduate,0,0,0,0
AITC,0,5600000,700000,ODISHA,12th Pass,0,0,0,0
DMK,5,40000000,2900000,TAMIL NADU,Post Graduate,0,0,0,0
CPI(M),1,10000000,0,KERALA,Graduate Professional,0,0,0,1
BJP,1,2960000000,43000,KARNATAKA,Graduate,0,0,0,0
AIADMK,1,10000000,0,UTTAR PRADESH,Graduate Professional,0,0,0,0
RJD,1,10000000,700000,BIHAR,12th Pass,0,0,0,0
BJP,0,30000000,1700000,WEST BENGAL,10th Pass,0,0,0,0
BJP,0,500000,0,GUJARAT,Literate,0,0,0,0
INC,0,210000000,20000000,KARNATAKA,Graduate Professional,1,0,0,0
BJP,1,2400000,120000000,MADHYA PRADESH,Post Graduate,0,0,0,0
BJP,0,90000000,6200000,RAJASTHAN,10th Pass,0,0,0,0
BJP,0,6600000,1200000,HARYANA,Graduate Professional,0,0,0,0
INC,2,30000000,10000000,KARNATAKA,12th Pass,0,0,0,0
BJP,1,30000000,10000000,MANIPUR,Graduate,0,0,0,0
INC,14,100000000,2800000,HARYANA,Graduate Professional,0,0,0,0
TDP,1,50000000,10000000,MAHARASHTRA,Graduate Professional,0,0,0,0
BJP,0,0,10000000,MANIPUR,Graduate,0,0,0,0
BJP,0,230000000,200000000,RAJASTHAN,10th Pass,0,1,0,0
BJP,0,10000000,2900000,UTTAR PRADESH,Doctorate,1,0,0,0
INC,0,0,500000,GUJARAT,10th Pass,0,0,0,0
BJP,0,10000000,0,UTTAR PRADESH,Graduate Professional,1,0,0,0
BJP,1,640000000,2100000,KARNATAKA,Graduate,0,0,0,0
DMK,7,150000000,0,TAMIL NADU,Post Graduate,0,0,0,0
INC,0,0,4400000,KARNATAKA,Graduate,0,0,0,0
BJP,0,40000000,2700000,TAMIL NADU,12th Pass,1,0,0,0
RJD,4,40000000,0,UTTAR PRADESH,Graduate Professional,0,0,0,0
CPI(M),1,10000000,500000,WEST BENGAL,Graduate Professional,0,0,0,0
NPP,1,4200000,0,ARUNACHAL PRADESH,10th Pass,0,0,0,0
YSRCP,1,140000000,2600000,ANDHRA PRADESH,8th Pass,0,0,0,0
YSRCP,2,140000000,200000000,ANDHRA PRADESH,Graduate Professional,0,0,0,0
BJP,0,1100000000,7500000,PUDUCHERRY,8th Pass,1,0,0,0
IND,1,10000000,30000000,NAGALAND,Post Graduate,0,0,0,0
BJD,1,290000000,700000,KERALA,Post Graduate,0,0,0,0
BJD,0,0,1700000,DELHI,Graduate,0,0,0,0
